web-scraper-order,web-scraper-start-url,superficie,prix,adresse,image link,image link-href
"1706205942-1","https://sn.coinafrique.com/categorie/terrains?page=50","Terrain 6 ha -  Nguérigne","900 000 000CFA","Ngaparou, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-6-ha-nguerigne-3708997"
"1706205942-2","https://sn.coinafrique.com/categorie/terrains?page=50","Terrains 2 ha - Nguérigne","300 000 000CFA","Ngaparou, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-2-ha-nguerigne-3708993"
"1706205942-3","https://sn.coinafrique.com/categorie/terrains?page=50","Terrains - Gapp","1 500 000CFA","Ndiass, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-gapp-3708838"
"1706205942-4","https://sn.coinafrique.com/categorie/terrains?page=50","Terrain 150 m2 - Keur massar","9 000 000CFA","Keur Massar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-3708699"
"1706205942-5","https://sn.coinafrique.com/categorie/terrains?page=50","Vente terrains 150m²  - Rufisque Noflaye","6 000 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-rufisque-noflaye-3708331"
"1706205942-6","https://sn.coinafrique.com/categorie/terrains?page=50","Vente terrains 600 m2 - Thies","60 000 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-600-m2-thies-3673025"
"1706205942-7","https://sn.coinafrique.com/categorie/terrains?page=50","Terrains 150 m² - Gorom 2","3 500 000CFA","Almadies 2, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-gorom-2-3708025"
"1706205942-8","https://sn.coinafrique.com/categorie/terrains?page=50","Vente villa à démolir - Tivaoune Wolof","22 000 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-tivaoune-wolof-3707516"
"1706205945-9","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m2 - Keur Massar","11 000 000CFA","Keur Massar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3723860"
"1706205945-10","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Lac Rose","2 000 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3684262"
"1706205945-11","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Lac Rose","2 000 000CFA","Grand Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3684227"
"1706205945-12","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 189 m² - Recasement Almadies","75 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-189-m-recasement-almadies-3684193"
"1706205945-13","https://sn.coinafrique.com/categorie/terrains?page=49","Terrains 150 m² - Bargny cité Sococim","5 500 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-bargny-cite-sococim-3684174"
"1706205945-14","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Zac Mbao","11 000 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-zac-mbao-3684186"
"1706205945-15","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Niakhirate","5 500 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niakhirate-3684162"
"1706205945-16","https://sn.coinafrique.com/categorie/terrains?page=49","Terrain 150 m² - Bambilor","3 500 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-bambilor-3684167"
"1706205950-17","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 160 m²  - Ouest Foire","67 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-160-m-ouest-foire-3741465"
"1706205950-18","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 150 m² - Bambilor","1 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-bambilor-3741274"
"1706205950-19","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 150 m2 - Sébikotane","2 500 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-sebikotane-3741054"
"1706205950-20","https://sn.coinafrique.com/categorie/terrains?page=48","Parcelle 150 m² - Lac Rose","3 000 000CFA","Lac rose, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/parcelle-150-m-lac-rose-3741053"
"1706205950-21","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 150 m² - Toolou Abdoulaye Wade Keur Masarr","30 000 000CFA","Grand Dakar, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-toolou-abdoulaye-wade-keur-masarr-3741037"
"1706205950-22","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain 350 m2 - Mboro","12 000 000CFA","Mboro, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-350-m2-mboro-3740431"
"1706205950-23","https://sn.coinafrique.com/categorie/terrains?page=48","Terrains 200 m²  - Almadies 2","12 000 000CFA","Almadies 2, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-almadies-2-3740327"
"1706205950-24","https://sn.coinafrique.com/categorie/terrains?page=48","Terrain - Sénégal","3 500 000CFA","Niaga, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-senegal-3739742"
"1706205954-25","https://sn.coinafrique.com/categorie/terrains?page=47","Terrain 163 m² - Cité Mourtalla 2","75 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-163-m-cite-mourtalla-2-3760509"
"1706205954-26","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 165 m²  - Rufisque","14 500 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-165-m-rufisque-3760321"
"1706205954-27","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 150 m2 - Rufisque","Prix sur demande","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-3759878"
"1706205954-28","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 500 m2 - Touba","6 000 000CFA","Touba, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-500-m2-touba-3759832"
"1706205954-29","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 300m²  - Toubab Dialaw","7 000 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300m-toubab-dialaw-3759546"
"1706205954-30","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 100 ha  - Diamniadio","35 000CFA","Diamniadio, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-100-ha-diamniadio-3759343"
"1706205954-31","https://sn.coinafrique.com/categorie/terrains?page=47","Terrains 300m²  - Yoff","65 000 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300m-yoff-3758498"
"1706205954-32","https://sn.coinafrique.com/categorie/terrains?page=47","Vente villa à démolir - Niari Tally","90 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-niari-tally-3714350"
"1706205958-33","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain - Lac Rose","3 500 000CFA","Niaga, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-3780948"
"1706205958-34","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain 150 m² - Bambilor","3 500 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-bambilor-3741412"
"1706205958-35","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain 200 m²","85 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-3741386"
"1706205958-36","https://sn.coinafrique.com/categorie/terrains?page=46","Vente villa à démolir 1340 m² - Amitié 1","180 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-1340-m-amitie-1-3741394"
"1706205958-37","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain 204 m² - Recasement Almadies 2","80 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-204-m-recasement-almadies-2-3741360"
"1706205958-38","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain 243 m² - Recasement Almadies","70 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-243-m-recasement-almadies-3741379"
"1706205958-39","https://sn.coinafrique.com/categorie/terrains?page=46","Terrains","Prix sur demande","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-3740558"
"1706205958-40","https://sn.coinafrique.com/categorie/terrains?page=46","Terrain 191 m2 - Zac Mbao","Prix sur demande","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-191-m2-zac-mbao-3743980"
"1706205961-41","https://sn.coinafrique.com/categorie/terrains?page=45","Terrain 500m² - Nguekhokh","12 000 000CFA","M'bour, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-nguekhokh-3798728"
"1706205961-42","https://sn.coinafrique.com/categorie/terrains?page=45","Terrains 300m² - Thies","3 750 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300m-thies-3798665"
"1706205961-43","https://sn.coinafrique.com/categorie/terrains?page=45","Terrain  340 m2 - Diass Carrefour","2 500 000CFA","Ndiass, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-340-m2-diass-carrefour-3797916"
"1706205961-44","https://sn.coinafrique.com/categorie/terrains?page=45","Terrain 200m²- Almadies","85 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-almadies-3797733"
"1706205961-45","https://sn.coinafrique.com/categorie/terrains?page=45","Terrains 265m²  - Mermoz-pyrotech","250 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-265m-mermoz-pyrotech-3759887"
"1706205961-46","https://sn.coinafrique.com/categorie/terrains?page=45","Terrain 250m² - Almadies","135 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-250m-almadies-3759829"
"1706205961-47","https://sn.coinafrique.com/categorie/terrains?page=45","Vente terrain  250m² commercial Bail avec 20m de façade","160 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-terrain-250m-commercial-bail-avec-20m-de-facade-3759828"
"1706205961-48","https://sn.coinafrique.com/categorie/terrains?page=45","Terrains 160m²  -Yene","1 500 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-160m-yene-3796766"
"1706205964-49","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 225 m² - Thies","900 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-thies-3816598"
"1706205964-50","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain - Déni Biram Ndao","3 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-deni-biram-ndao-3815548"
"1706205964-51","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain  - Keur Ndiaye Lo","3 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-keur-ndiaye-lo-3815541"
"1706205964-52","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m² - Rufisque","11 000 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3815151"
"1706205964-53","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150 m² - Rufisque","11 000 000CFA","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3815145"
"1706205964-54","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains 150m² - Dakar Niakhirate","Prix sur demande","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-150m-dakar-niakhirate-3815046"
"1706205964-55","https://sn.coinafrique.com/categorie/terrains?page=44","Terrain 300m²  - Somone","Prix sur demande","Mbour, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-somone-3814752"
"1706205964-56","https://sn.coinafrique.com/categorie/terrains?page=44","Terrains - Lac rose","2 500 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3814514"
"1706205968-57","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain - Keur Abdou Ndoye","1 750 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-keur-abdou-ndoye-3838704"
"1706205968-58","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 300 m2 - Zac Mbao","45 000 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-zac-mbao-3838694"
"1706205968-59","https://sn.coinafrique.com/categorie/terrains?page=43","Terrains - Kayar","17 500 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-kayar-3838675"
"1706205968-60","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 300m² - Lac Rose Denis birame","25 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-lac-rose-denis-birame-3829500"
"1706205968-61","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 150m² - Malicounda","Prix sur demande","Mboro, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-malicounda-3829493"
"1706205968-62","https://sn.coinafrique.com/categorie/terrains?page=43","Terrains - Yoff virage","732 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-yoff-virage-3795376"
"1706205968-63","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain 150m²- Kounoune","12 500 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-kounoune-3837730"
"1706205968-64","https://sn.coinafrique.com/categorie/terrains?page=43","Terrain - Toubab Dialaw","Prix sur demande","Guediawaye, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-toubab-dialaw-3800495"
"1706205973-65","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 15ha   - Niaga","15 000CFA","Niaga, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-15ha-niaga-3854864"
"1706205973-66","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 25m² - Touba","300 000CFA","Touba, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-25m-touba-3854818"
"1706205973-67","https://sn.coinafrique.com/categorie/terrains?page=42","Terrain 150 m² - Niaga","Prix sur demande","Niaga, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niaga-3814639"
"1706205973-68","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 300 m2 - Diamniadio","8 500 000CFA","Diamniadio, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-diamniadio-3854659"
"1706205973-69","https://sn.coinafrique.com/categorie/terrains?page=42","Terrain  300m² à Colobane Tangor Mont rolland","1 500 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-a-colobane-tangor-mont-rolland-3832233"
"1706205973-70","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 306 m² -  Sipres Mbao","60 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-306-m-sipres-mbao-3813430"
"1706205973-71","https://sn.coinafrique.com/categorie/terrains?page=42","Terrain 150m² - Ndiagnirate","10 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ndiagnirate-3813357"
"1706205973-72","https://sn.coinafrique.com/categorie/terrains?page=42","Terrains 210 m2 - Thiés","400 000CFA","Thies, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-210-m2-thies-3853158"
"1706205976-73","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 300 m² - Sindia","3 500 000CFA","Mbour, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3841603"
"1706205976-74","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 150 m² - Mbour","1 300 000CFA","Mbour, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mbour-3841590"
"1706205976-75","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 250 m² - Almadies","135 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-250-m-almadies-3832759"
"1706205976-76","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 500 m² - Hangar Pelerin","200 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-hangar-pelerin-3832750"
"1706205976-77","https://sn.coinafrique.com/categorie/terrains?page=41","Terrain 170 m² - Hangar Pelerin","90 000 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-hangar-pelerin-3832734"
