Type_annonce,Nombre_pieces,Prix,Adresse,Image_link
Vente,10,130000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4466438_uploaded_image1_1700565060.jpg
Vente,9,180000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4503140_uploaded_image1_1702811178.jpg
Location,8,111,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4461676_uploaded_image1_1700221782.jpg
Vente,4,135000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4502427_uploaded_image1_1702741567.jpg
Location,5,1500000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4463978_uploaded_image1_1700396122.jpg
Location,5,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4461566_uploaded_image1_1700216734.jpg
Location,8,110,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4459761_uploaded_image1_1700091728.jpg
Vente,16,130000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4501152_uploaded_image1_1702652962.jpg
Vente,8,350000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4462920_uploaded_image1_1700304088.jpg
Location,10,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4462608_uploaded_image1_1700277985.jpg
Location,6,1000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4459305_uploaded_image1_1700066468.jpg
Location,10,3000000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4462056_uploaded_image1_1700236091.jpg
Location,6,1000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4458930_uploaded_image1_1700051968.jpg
Location,5,900000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4458917_uploaded_image1_1700051525.59.jpeg
Vente,7,350000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4461511_uploaded_image1_1700214012.jpg
Vente,7,140000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4475887_uploaded_image1_1701182414.jpg
Location,5,1300000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4457359_uploaded_image1_1699962821.jpg
Vente,5,70000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_4497228_uploaded_image1_1702427190.jpg
Location,8,4000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4458607_uploaded_image1_1700040522.jpg
Vente,3,6500000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4495571_uploaded_image1_1702333451.jpg
Location,8,600000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4494958_uploaded_image1_1702307265.jpg
Vente,3,30000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4494563_uploaded_image2_1702293061.jpeg
Vente,4,110000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4493964_uploaded_image1_1702243514.jpg
Location,5,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4460869_uploaded_image1_1700153457.jpg
Location,6,1400000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456181_uploaded_image1_1699886399.jpg
Location,8,2000000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4455771_uploaded_image1_1699871964.jpg
Location,6,4000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4454183_uploaded_image1_1699740544.jpg
Vente,3,30000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4490943_uploaded_image1_1702037247.jpg
Vente,4,107000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4490877_uploaded_image1_1702035003.jpg
Vente,6,110000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4490324_uploaded_image1_1701993790.jpg
Location,6,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4449442_uploaded_image1_1699463562.jpg
Location,6,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4449364_uploaded_image1_1699459736.jpg
Location,4,350000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4452506_uploaded_image1_1699634720.jpg
Location,5,100000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4456275_uploaded_image1_1699889141.jpg
Location,7,735000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4489653_uploaded_image1_1701963316.jpg
Location,4,90000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4488418_uploaded_image1_1701898673.jpg
Location,7,2800000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4450916_uploaded_image1_1699548471.jpg
Vente,7,230000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4450393_uploaded_image1_1699530697.jpg
Vente,8,240000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4450381_uploaded_image1_1699530172.jpg
Vente,7,500000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4487447_uploaded_image1_1701859627.jpg
Vente,5,210000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4445243_uploaded_image1_1699227694.jpg
Vente,4,30000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4486389_uploaded_image1_1701791419.jpg
Vente,8,80000000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4486224_uploaded_image1_1701784197.jpg
Location,9,1300000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4448873_uploaded_image1_1699441485.jpg
Vente,8,400000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4485532_uploaded_image1_1701760211.jpg
Location,6,1000000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4447826_uploaded_image1_1699378416.jpg
Vente,5,36000000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4484905_uploaded_image1_1701712271.jpg
Vente,7,299900000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4446957_uploaded_image1_1699345964.jpg
Vente,7,400000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4483691_uploaded_image1_1701646592.jpg
Vente,4,155000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4483583_uploaded_image1_1701638030.jpg
Vente,3,75000000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4470133_uploaded_image1_1700771821.jpg
Location,6,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4446140_uploaded_image1_1699284646.jpg
Vente,5,70000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4483175_uploaded_image1_1701618012.jpg
Vente,5,35000000,"Malikounda, Sénégal",https://images.coinafrique.com/thumb_4482404_uploaded_image1_1701550826.jpg
Vente,8,310000000,"Djily MBaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4482224_uploaded_image1_1701538409.jpg
Location,5,900000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4441663_uploaded_image1_1699002719.jpg
Location,7,1800000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4481449_uploaded_image1_1701501235.jpg
Location,4,250000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4481227_uploaded_image1_1701472134.jpg
Vente,9,3500000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4481147_uploaded_image1_1701467694.jpg
Location,4,150000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4446446_uploaded_image1_1699299628.jpg
Vente,3,55000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4480516_uploaded_image1_1701437937.jpg
Vente,3,107000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4480411_uploaded_image1_1701433877.jpg
Vente,8,75000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4480371_uploaded_image1_1701432833.jpg
Location,4,325000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4480363_uploaded_image1_1701432627.jpg
Vente,6,3500000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4480120_uploaded_image1_1701426675.jpg
Location,6,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4442393_uploaded_image1_1699029149.jpg
Vente,6,43000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4478726_uploaded_image1_1701346960.jpg
Location,4,150000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4443324_uploaded_image1_1699097791.jpg
Location,7,1800000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4476341_uploaded_image1_1701205735.jpg
Location,5,800000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435180_uploaded_image1_1698622760.jpg
Location,4,140000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4475766_uploaded_image1_1701175873.jpg
Vente,14,95000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4475537_uploaded_image2_1701165756.jpeg
Vente,6,70000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4473736_uploaded_image1_1701045414.jpg
Location,7,900000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4436319_uploaded_image1_1698709430.jpg
Vente,10,300000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4473160_uploaded_image1_1701005230.jpg
Vente,4,40000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4434790_uploaded_image1_1698598025.jpg
Location,8,2700000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4471959_uploaded_image1_1700908062.jpg
Location,8,2300000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4432467_uploaded_image1_1698399772.jpg
Location,6,1300000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4433709_uploaded_image1_1698487018.jpg
Vente,10,90000000,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4470061_uploaded_image1_1700768752.jpg
Vente,3,90000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4432099_uploaded_image1_1698361294.jpg
Vente,3,26000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4469503_uploaded_image1_1700744854.jpg
Location,5,100000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4468511_uploaded_image1_1700679552.jpg
Vente,3,70000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4468296_uploaded_image1_1700669400.jpg
Vente,7,38000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4467832_uploaded_image1_1700650796.jpg
Location,5,1200000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4430247_uploaded_image1_1698257332.jpg
Vente,4,30000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4467060_uploaded_image1_1700591707.jpg
Vente,7,299000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4429937_uploaded_image1_1698244112.jpg
Location,7,1000000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4429756_uploaded_image1_1698237495.jpg
Location,6,1300000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4429478_uploaded_image1_1698224698.jpg
Location,5,1300000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4428252_uploaded_image1_1698148236.jpg
Location,9,2300000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4464496_uploaded_image1_1700430137.jpg
Location,5,800000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4424224_uploaded_image1_1697842989.jpg
Vente,5,30000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4463732_uploaded_image1_1700370666.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423700_uploaded_image1_1697815601.jpg
Vente,6,80000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423166_uploaded_image1_1697795831.jpg
Location,7,1500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4425424_uploaded_image1_1697946367.jpg
Vente,4,12000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4462454_uploaded_image1_1700259842.jpg
Vente,4,40000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4462348_uploaded_image1_1700253705.jpg
Vente,6,130000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4461718_uploaded_image1_1700222950.jpg
Vente,6,800000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421573_uploaded_image1_1697630801.jpg
Location,7,4000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421560_uploaded_image1_1697630531.jpg
Vente,4,43000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4461071_uploaded_image1_1700163647.jpg
Vente,8,60000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4460914_uploaded_image1_1700155041.jpg
Vente,6,386000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4420993_uploaded_image1_1697586722.jpg
Location,4,300000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4460381_uploaded_image1_1700138625.jpg
Location,5,450000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4460370_uploaded_image1_1700138186.jpg
Location,9,1300000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423301_uploaded_image1_1697800998.jpg
Vente,8,450000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423206_uploaded_image1_1697797483.jpg
Location,6,550000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4459803_uploaded_image1_1700099507.jpg
Vente,4,107000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4459258_uploaded_image1_1700064432.jpg
Location,6,400000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4458661_uploaded_image1_1700043573.jpg
Vente,3,75000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4458051_uploaded_image1_1699993624.jpg
Vente,11,120000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4457873_uploaded_image1_1699984370.jpg
Vente,3,80000000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418688_uploaded_image1_1697453280.jpg
Vente,4,46000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418659_uploaded_image1_1697452151.jpg
Location,6,1700000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421520_uploaded_image1_1697629405.13.jpeg
Location,6,800000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421518_uploaded_image1_1697629229.77.jpeg
Location,12,3800000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4432632_uploaded_image1_1698405856.98.jpeg
Vente,7,195000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4457308_uploaded_image1_1699960251.jpg
Location,6,1200000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421293_uploaded_image1_1697621333.77.jpeg
Location,8,1250000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421269_uploaded_image1_1697620630.6.jpeg
Vente,5,90000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435412_uploaded_image1_1698659177.34.jpeg
Vente,7,235000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456621_uploaded_image1_1699904808.jpg
Vente,4,410000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456505_uploaded_image1_1699898428.jpg
Vente,3,32000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4456187_uploaded_image1_1699886507.jpg
Vente,6,270000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4419915_uploaded_image1_1697535969.jpg
Vente,9,50000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4455091_uploaded_image1_1699815737.jpg
Vente,4,69000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4454622_uploaded_image1_1699785729.jpg
Location,4,2700000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4415647_uploaded_image1_1697213646.jpg
Vente,8,75000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4445169_uploaded_image1_1699222284.jpg
Vente,4,750000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4421586_uploaded_image1_1697631066.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418798_uploaded_image1_1697457510.jpg
Vente,9,75000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4454010_uploaded_image1_1699731190.jpg
Location,5,1300000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4427201_uploaded_image1_1698077516.jpg
vente,8,650000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4415571_uploaded_image1_1697210791.jpg
vente,5,1500000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4415553_uploaded_image1_1697209907.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4414684_uploaded_image1_1697153296.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4414655_uploaded_image1_1697150947.jpg
Location,5,2700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4416873_uploaded_image1_1697298843.jpg
Location,12,4000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4452232_uploaded_image1_1699623399.jpg
Location,6,2700000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4416352_uploaded_image1_1697273486.jpg
Vente,3,45000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4451757_uploaded_image2_1699608712.jpeg
Vente,5,2700000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4416113_uploaded_image1_1697239541.jpg
Vente,8,465000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4415033_uploaded_image1_1697189797.jpg
Vente,9,439000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4414999_uploaded_image1_1697188823.jpg
Location,7,2700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4410995_uploaded_image1_1696943425.jpg
Vente,3,78000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4450430_uploaded_image1_1699531927.jpg
Vente,5,95000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4449815_uploaded_image1_1699483142.jpg
Vente,6,210000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4410276_uploaded_image1_1696893384.jpg
Vente,4,70000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4449769_uploaded_image1_1699480448.jpg
Location,8,4500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4412805_uploaded_image1_1697038313.jpg
Location,7,2200000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4412445_uploaded_image1_1697026818.jpg
