web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212728-1935","https://sn.coinafrique.com/categorie/appartements?page=27","Location villa duplex 5 piéces - Cité Keur Gorgui","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-5-pieces-cite-keur-gorgui-4200741"
"1706212728-1936","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 5 pièces - Ziguinchor","175 000CFA","Ziguinchor, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ziguinchor-4200459"
"1706212728-1937","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Almadies","1 800 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4200136"
"1706212728-1938","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Mermoz - Sacré coeur","130 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4200237"
"1706212728-1939","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Dieupeul - Derklé","40 000 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-dieupeul-derkle-4200346"
"1706212728-1940","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 4 pièces - Dakar Plateau","1 500 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4199448"
"1706212728-1941","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 5 pièces - Dakar Plateau","2 300 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4200423"
"1706212728-1942","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Mermoz - Sacré coeur","135 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4198909"
"1706212728-1943","https://sn.coinafrique.com/categorie/appartements?page=27","Location  appartement aux Almadies","3 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadies-4204019"
"1706212728-1944","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements - Sicap liberté","25 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-sicap-liberte-4238779"
"1706212728-1945","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 piéces - Ngor","350 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4203869"
"1706212728-1946","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 piéces - Ngor","400 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4203873"
"1706212728-1947","https://sn.coinafrique.com/categorie/appartements?page=27","Location studio - Ngor","225 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-4203867"
"1706212728-1948","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 4 pièces - Sicap Liberté 6 extension","25 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-6-extension-4238769"
"1706212728-1949","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Fann Résidence","350 000 000CFA","Fann, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-residence-4203424"
"1706212728-1950","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement F5 - Point E","2 000 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-point-e-4201982"
"1706212728-1951","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces  - Ngor","300 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4238228"
"1706212728-1952","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces  -  Aéroport ISS","30 000CFA","Yoff, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-aeroport-iss-4237862"
"1706212728-1953","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Almadies","850 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4203089"
"1706212728-1954","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 3 pièces - Dakar Plateau","40 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-dakar-plateau-4237782"
"1706212728-1955","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Mamelles","300 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4237764"
"1706212728-1956","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement - Mermoz","4 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-mermoz-4202812"
"1706212728-1957","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement - Almadies","2 200 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadies-4202791"
"1706212728-1958","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4202737"
"1706212728-1959","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Mamelles","325 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mamelles-4199025"
"1706212728-1960","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces - Almadies","130 000 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-4198645"
"1706212728-1961","https://sn.coinafrique.com/categorie/appartements?page=27","Location studio - Ouest Foire","125 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4200981"
"1706212728-1962","https://sn.coinafrique.com/categorie/appartements?page=27","Location studio - Ouest Foire","170 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4200959"
"1706212728-1963","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement F3 - Nord Foire","300 000CFA","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-nord-foire-4200912"
"1706212728-1964","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 2 pièces - Ziguinchor","Prix sur demande","Ziguinchor, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ziguinchor-4236112"
"1706212728-1965","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces meublées - Ouakam","30 000CFA","Ouakam, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-meublees-ouakam-4235622"
"1706212728-1966","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 4 pièces - Mamelles","325 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-mamelles-4197768"
"1706212728-1967","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement - Sacré Coeur","500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-sacre-coeur-4197198"
"1706212728-1968","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces  -  Keur Yoff","260 000CFA","Sicap foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-yoff-4234029"
"1706212728-1969","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces - Cité keur Gorgui","300 000CFA","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-keur-gorgui-4197759"
"1706212728-1970","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Ouakam","350 000CFA","Ouakam, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4232882"
"1706212728-1971","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 2 pièces - Mermoz-Sacré Coeur","250 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-4196020"
"1706212728-1972","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 2 pièces - Mermoz - Sacré coeur","300 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-4193537"
"1706212728-1973","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Mermoz-Sacré Coeur","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4193486"
"1706212728-1974","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Zac Mbao","180 000CFA","Rufisque, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-4231619"
"1706212728-1975","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Zac Mabo","200 000CFA","Rufisque, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mabo-4231598"
"1706212728-1976","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement - Nord Foire","200 000CFA","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-nord-foire-4194987"
"1706212728-1977","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces  -  Comico Ouakam","375 000CFA","Ouakam, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-comico-ouakam-4231185"
"1706212728-1978","https://sn.coinafrique.com/categorie/appartements?page=27","Vente studio - Ngor","75 000 000CFA","Ngor, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-studio-ngor-4194254"
"1706212728-1979","https://sn.coinafrique.com/categorie/appartements?page=27","Location studio - Sicap Foire","250 000CFA","Sicap foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-studio-sicap-foire-4194187"
"1706212728-1980","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement - Sicap Foire","350 000CFA","Sicap foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-sicap-foire-4194185"
"1706212728-1981","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Liberté 6","450 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4194241"
"1706212728-1982","https://sn.coinafrique.com/categorie/appartements?page=27","Location  appartement 3 pièces - Ngor","300 000CFA","Almadies, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4230758"
"1706212728-1983","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces - Almadies","400 000CFA","Almadies, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4230698"
"1706212728-1984","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 2 pièces - Almadies","200 000CFA","Almadies, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-almadies-4230686"
"1706212728-1985","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 3 pièces - Golf","50 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-golf-4230463"
"1706212728-1986","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Sicap Liberté","400 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4193588"
"1706212728-1987","https://sn.coinafrique.com/categorie/appartements?page=27","Location studio - Amitié  2","175 000CFA","Point E, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-studio-amitie-2-4229398"
"1706212728-1988","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Mamelles","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4229158"
"1706212728-1989","https://sn.coinafrique.com/categorie/appartements?page=27","vente appartement 4 pièces - Fann Résidence","230 000 000CFA","Fann, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-residence-4189600"
"1706212728-1990","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Zac Mbao","200 000CFA","Rufisque, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-4227874"
"1706212728-1991","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces - Zac Mbao","200 000CFA","Rufisque, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-4227868"
"1706212728-1992","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 4 pièces - Ouakam","100 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-ouakam-4224035"
"1706212728-1993","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements meublés 3 pièces - Yoff","40 000CFA","Yoff, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-meubles-3-pieces-yoff-4227552"
"1706212728-1994","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 pièces - Mermoz - Sacré coeur","750 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4191477"
"1706212728-1995","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 3 pièces - Yoff Virage","167 000 000CFA","Yoff, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-yoff-virage-4227435"
"1706212728-1996","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Dakar Plateau","2 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4191295"
"1706212728-1997","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 4 pièces  -  Liberté 6 extension","78 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-liberte-6-extension-4227129"
"1706212728-1998","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 2 pièces - Ouest Foire","200 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouest-foire-4226821"
"1706212728-1999","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement standing - Yoff  Biagui","700 000CFA","Yoff, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-yoff-biagui-4189880"
"1706212728-2000","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 4 pièces - Mermoz Sacré Coeur","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4226338"
"1706212728-2001","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 3 piéces - Mermoz","1 100 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4190155"
"1706212728-2002","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 2 pièces - Dakar Plateau","500 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-plateau-4190105"
"1706212728-2003","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Almadies","1 300 000CFA","Almadies, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4189688"
"1706212728-2004","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements - Mermoz-sacré cœur","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-mermoz-sacre-cur-4225800"
"1706212728-2005","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 3 pièces - Sacré-Coeur","60 000 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-sacre-coeur-4189097"
"1706212728-2006","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 3 pièces - El Békri","70 000 000CFA","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-el-bekri-4189059"
"1706212728-2007","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 23 pièces - Parcelles Assainies","350 000 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-23-pieces-parcelles-assainies-4224952"
"1706212728-2008","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Sicap Liberté","400 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4188301"
"1706212728-2009","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartements 4 pièces - Sicap Liberté","400 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-4187267"
"1706212728-2010","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement F4 - Batrain","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-batrain-4187130"
"1706212728-2011","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartements 4 pièces - Virage Yoff","85 000 000CFA","Yoff, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-virage-yoff-4187105"
"1706212728-2012","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Zac Mbao","200 000CFA","Rufisque, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-4187080"
"1706212728-2013","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Keur Massar","190 000CFA","Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4222306"
"1706212728-2014","https://sn.coinafrique.com/categorie/appartements?page=27","Vente appartement 3 pièces - Fann","1 700 000CFA","Fann, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-fann-4184347"
"1706212728-2015","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Virage","1 100 000CFA","Yoff, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4186234"
"1706212728-2016","https://sn.coinafrique.com/categorie/appartements?page=27","Location appartement 4 pièces - Mbao","160 000CFA","Mbao, Dakar, Sénégal","favorite_border8mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4221601"
"1706212740-2017","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Ouakam","400 000CFA","Ouakam, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-4255255"
"1706212740-2018","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Ngor","2 500 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4216990"
"1706212740-2019","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 piéces - Mamelle Corniche","600 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelle-corniche-4219980"
"1706212740-2020","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Almadies","850 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4219944"
"1706212740-2021","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Liberté 6","300 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-liberte-6-4254900"
"1706212740-2022","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Ouest foire","350 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-4254862"
"1706212740-2023","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Keur Massar","110 000CFA","Keur Massar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-massar-4254689"
"1706212740-2024","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Sedima","150 000CFA","Rufisque, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sedima-4254659"
"1706212740-2025","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 2 pièces - Ouest Foire","230 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouest-foire-4254411"
"1706212740-2026","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 2 pièces - Dakar","225 000CFA","Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-dakar-4254403"
"1706212740-2027","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 pièces - Fass avenue Cheikh Anta Dio...","900 000CFA","Fass, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-fass-avenue-cheikh-anta-diop-4219118"
"1706212740-2028","https://sn.coinafrique.com/categorie/appartements?page=26","Locaton appartement 3 pièces - Sicap foire","250 000CFA","Sicap foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/locaton-appartement-3-pieces-sicap-foire-4254111"
"1706212740-2029","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 3 pièces - Mermoz Sacré Coeur","550 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-4218964"
"1706212740-2030","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Mamelles","600 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4253957"
"1706212740-2031","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement - Ngor Virage","1 500 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-virage-4218748"
"1706212740-2032","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement - Zone B","1 200 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-zone-b-4218724"
"1706212740-2033","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 4 pièces - Fann","122 000 000CFA","Fann, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-fann-4253488"
"1706212740-2034","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement - Virage","Prix sur demande","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-virage-4217274"
"1706212740-2035","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement 5 pièces - Almadies","220 000 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-almadies-4216606"
"1706212740-2036","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement 4 pièces - Point E","170 000 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-point-e-4217894"
"1706212740-2037","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Ngor Almadie","250 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-almadie-4253063"
"1706212740-2038","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 4 pièces - Diamniadio","52 000 000CFA","Diamniadio, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-diamniadio-4253027"
"1706212740-2039","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 3 pièces - Sicap Liberté","325 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-liberte-4252887"
"1706212740-2040","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements - Sicap Foire","170 000CFA","Sicap foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-sicap-foire-4252187"
