web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212547-640","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Nord-Foire","200 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-nord-foire-3926860"
"1706212547-641","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Mamelles","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3926843"
"1706212547-642","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartement 5 pièces grand standing au Virage - Yoff","225 000 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-grand-standing-au-virage-yoff-3926646"
"1706212547-643","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Mamelles cité Cheikh Amar","700 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-cite-cheikh-amar-3924944"
"1706212547-644","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 3 pièces - Mamelles cité cheikh amar","500 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-cite-cheikh-amar-3924951"
"1706212547-645","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 5 pièces - Virage yoff","1 500 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-virage-yoff-3926608"
"1706212547-646","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces 4 pièces - Almadies","800 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4-pieces-almadies-3926550"
"1706212547-647","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Amitié","650 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-amitie-3926391"
"1706212547-648","https://sn.coinafrique.com/categorie/appartements?page=43","Location  appartement F4 au 4e étage - Mermoz","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-au-4e-etage-mermoz-3926377"
"1706212547-649","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 grand standing  - Dakar Plateau","2 300 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-grand-standing-dakar-plateau-3926375"
"1706212547-650","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Almadies","Prix sur demande","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3926153"
"1706212547-651","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 4 pièces - Sicap liberté","400 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-3926148"
"1706212547-652","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Almadies","600 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3925880"
"1706212547-653","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Almadies","800 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3925868"
"1706212547-654","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 6 pièces haut standing à Mermoz","2 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-haut-standing-a-mermoz-3925809"
"1706212547-655","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement - Dakar Plateau","850 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-dakar-plateau-3925807"
"1706212547-656","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces haut standing - cité Keur Gor...","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-haut-standing-cite-keur-gorgui-3925799"
"1706212547-657","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Almadies","450 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3964741"
"1706212547-658","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces haut standing à Amitié","950 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-haut-standing-a-amitie-3925696"
"1706212547-659","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 3 pièces - Almadies","1 400 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3935432"
"1706212547-660","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Ngor","400 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3925192"
"1706212547-661","https://sn.coinafrique.com/categorie/appartements?page=43","Location studio à la cité Magistrat","200 000CFA","Sicap foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-a-la-cite-magistrat-3925151"
"1706212547-662","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartements 3 pièces - Ouakam","425 000CFA","Ouakam, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-3940972"
"1706212547-663","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces à Fann Hock","850 000CFA","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-fann-hock-3924125"
"1706212547-664","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces à Yoff Virage","800 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-yoff-virage-3920508"
"1706212547-665","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 5 pièces - Ngor","450 000CFA","Ngor, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ngor-3923967"
"1706212547-666","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - Dakar","550 000CFA","Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3927075"
"1706212547-667","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - cité Magistrats Foire","375 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-magistrats-foire-3923818"
"1706212547-668","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartement 5 pièces- Résidence Ataya","125 000 000CFA","Yoff, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-residence-ataya-3923810"
"1706212547-669","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartement 4 pièces à Maristes","110 000 000CFA","Mariste, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-a-maristes-3923791"
"1706212547-670","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement duplex 4 pièces - Almadies","700 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-4-pieces-almadies-3923762"
"1706212547-671","https://sn.coinafrique.com/categorie/appartements?page=43","Vente appartement 4 pièces - Point E","165 000 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-point-e-3923770"
"1706212547-672","https://sn.coinafrique.com/categorie/appartements?page=43","Location appartement 4 pièces - cité Foire","450 000CFA","Sicap foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-foire-3923735"
"1706212561-673","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 3 pièces - Almadies","800 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3954456"
"1706212561-674","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 3 pièces - Sacré-Cœur 3","70 000 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-cur-3-3954458"
"1706212561-675","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 4 piéces- Mamelles","300 000CFA","Mamelles, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3954446"
"1706212561-676","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 5 pièces - Dakar Plateau","1 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-3954447"
"1706212561-677","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 3 pièces - Amitié","650 000CFA","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-amitie-3953807"
"1706212561-678","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 4 pièces - Almadies","1 500 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3950051"
"1706212561-679","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartements 02 pièces - Mermoz-sacré cœur","250 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-02-pieces-mermoz-sacre-cur-3949505"
"1706212561-680","https://sn.coinafrique.com/categorie/appartements?page=42","Vente appartement 4 pièces - Dakar plateau","145 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-dakar-plateau-3956009"
"1706212561-681","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 3 pièces  - Almadies","160 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3991102"
"1706212561-682","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 4 pièces - Mermoz","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-3991053"
"1706212561-683","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 4 pièces - Cité keur gorgui","650 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-3952241"
"1706212561-684","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 5 pièces 300 m² à Fann Mermoz","2 000 000CFA","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-300-m-a-fann-mermoz-3948268"
"1706212561-685","https://sn.coinafrique.com/categorie/appartements?page=42","Location Appartement - Liberté 6 extension","25 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-liberte-6-extension-3990231"
"1706212561-686","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartements 5 pièces - Dakar plateau","1 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-dakar-plateau-3951821"
"1706212561-687","https://sn.coinafrique.com/categorie/appartements?page=42","Location appartement 4 pièces - Mermoz-Sacré-Coeur","400 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3989299"
